id,name,description,price,category,subcategory,image
37290,Casio Enticer Men Silver Analogue Watches MTP-1291D-1A2VDF(A414),Will be described later,81.22,Men,accessories,http://assets.myntassets.com/v1/image/style/properties/37290/Casio-Men-Black-Dial-Watch_1_65398210d25c51754e8a36b3200c3bb9.jpg
56340,Fastrack Men Black Dial Watch 9912PP04,Will be described later,74.896,Men,accessories,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Black-Watch_61475973b04f6deb720b4774ab62fbc4_images.jpg
45256,Casio Edifice Men Analog Watch EF-130D-1A5VDF(ED419),Will be described later,74.492,Men,accessories,http://assets.myntassets.com/assets/images/45256/2018/3/5/11520250788394-CASIO-Edifice-Men-Black-Dial-Watch-ED419-7241520250788213-1.jpg
14844,United Colors of Benetton Men Solid Black Wallets,Will be described later,81.89,Men,accessories,http://assets.myntassets.com/v1/images/style/properties/9fb8b384c0a1c5bd371ea96668cc1b59_images.jpg
32321,Q&Q Men Black Dial Watch,Will be described later,79.484,Men,accessories,http://assets.myntassets.com/v1/images/style/properties/28f1599aa9a0bb592e2964871e4428ba_images.jpg
27774,Bulchee Men Brown Wallet,Will be described later,49.049,Men,accessories,http://assets.myntassets.com/v1/images/style/properties/c0bf255c3b493428dc9af19e07a9c38a_images.jpg
17928,Nike Men Casual Black Track Pant,Will be described later,96.084,Men,pants,http://assets.myntassets.com/v1/images/style/properties/bb95a8f4156b2db93529a9ad67c58661_images.jpg
26315,Proline Men Charcoal Grey Track Pants,Will be described later,69.661,Men,pants,http://assets.myntassets.com/v1/images/style/properties/Proline-Men-Grey-Track-Pants_2e87453e1a66b30fae8b95dc13c19593_images.jpg
15705,Nike Men Tennis Black Track Pants,Will be described later,42.162,Men,pants,http://assets.myntassets.com/v1/images/style/properties/3284ec212cfaa7d70cd5ed77e5dee7aa_images.jpg
50662,Chromozome Men Navy Blue Lounge Pants,Will be described later,89.327,Men,pants,http://assets.myntassets.com/v1/images/style/properties/c2d58356adc3b222f83c77a727ddd4f4_images.jpg
17945,Puma Men No. 1 logo Black Track Pant,Will be described later,78.302,Men,pants,http://assets.myntassets.com/v1/images/style/properties/eaf365f981dc3b79061f6d195a76fc2b_images.jpg
9967,Nike Men Ad Breakline Black Track Pants,Will be described later,42.56,Men,pants,http://assets.myntassets.com/v1/images/style/properties/4ead4bc0178ac6df349be6b5253c05fb_images.jpg
38577,Nike Men Breakline Navy Blue Track Pants,Will be described later,59.112,Men,pants,http://assets.myntassets.com/v1/images/style/properties/6e7013d344b9b6b34a534ae9cd15d7e1_images.jpg
7547,Nike Men Essenti Grey Track Pant,Will be described later,81.371,Men,pants,http://assets.myntassets.com/v1/images/style/properties/7da6d985615eff33f08d9bc0977fbe6e_images.jpg
44631,Nike Men Black Track Pants,Will be described later,95.222,Men,pants,http://assets.myntassets.com/v1/images/style/properties/c7bc53be7c3e74b0d6dfd30173de1f69_images.jpg
34203,Proline Men Charcoal Grey Track Pants,Will be described later,45.317,Men,pants,http://assets.myntassets.com/v1/images/style/properties/Proline-Men-Grey-Track-Pants_0bfd1e2ecdfb383b0b95593b68ef704d_images.jpg
3919,Urban Yoga Men's Yoga Black Track Pant,Will be described later,56.328,Men,pants,http://assets.myntassets.com/v1/images/style/properties/ebe2d63cea67e7a7ee126b5b0ce5d2e9_images.jpg
1999,Puma Men's Grey Track Pants,Will be described later,40.569,Men,pants,http://assets.myntassets.com/v1/images/style/properties/41e7176cab2b399078e6767084c70a7e_images.jpg
30607,Nike Men Charcoal Track Pants,Will be described later,68.628,Men,pants,http://assets.myntassets.com/v1/images/style/properties/13edb93c62415d01c0b2f36cd768d763_images.jpg
26258,Proline Men Charcoal Grey Track Pants,Will be described later,34.692,Men,pants,http://assets.myntassets.com/v1/images/style/properties/854b0fb2b548561f633a6450d12438ab_images.jpg
7767,Nike Men's As Vapor Wove Black Track Pants,Will be described later,79.017,Men,pants,http://assets.myntassets.com/v1/images/style/properties/d15cce396f3fd4d1eb7077d7fddc85cc_images.jpg
2116,ADIDAS Men Smooth Striped Track Pants,Will be described later,77.7,Men,pants,http://assets.myntassets.com/v1/images/style/properties/1fc0520cdd8649750877dea039c80348_images.jpg
50648,Chromozome Men Black Lounge Pants S-4801,Will be described later,86.324,Men,pants,http://assets.myntassets.com/v1/images/style/properties/bc0d970c09048a4f6373a8fd0db19a45_images.jpg
9777,ADIDAS Men Cress 3spespt Black Track Pants,Will be described later,57.252,Men,pants,http://assets.myntassets.com/v1/images/style/properties/151985a84e4850b0351efb62ca125166_images.jpg
30605,Nike Men Classic Jersey Grey Track Pants,Will be described later,36.304,Men,pants,http://assets.myntassets.com/v1/images/style/properties/06d02e1ca27d01594edf4838fed8e85b_images.jpg
7635,Puma Men Black Track Pant,Will be described later,68.553,Men,pants,http://assets.myntassets.com/v1/images/style/properties/3b304da1d070a8ea18e138adb1a7cd43_images.jpg
39967,Gas Men Brown Clapton Shoes,Will be described later,63.035,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-Brown-Clapton-Shoes_320d5b9b7d87b66bf40d1fc914ea8f90_images.jpg
39291,Red Chief Men Khaki Shoes,Will be described later,91.331,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/9f195f1b178feca5eb786094c8cc4a1d_images.jpg
26558,Lee Cooper Men Black Shoes,Will be described later,40.627,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/a921af4ffd67c6e494fca64467473cab_images.jpg
39670,Lotto Men White Sports Shoes,Will be described later,62.89,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/3a9e25dd107f46b6cc051739d94500eb_images.jpg
40793,Quiksilver Men White Shoes,Will be described later,94.583,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/cfb8c9b888ce60051d78b5f356f1cb41_images.jpg
57939,Clarks Men Brown Casual Shoes,Will be described later,38.503,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Brown-Shoes_5af2e856242543313aa58755a33bf1ae_images.jpg
22488,ADIDAS Men Galaxy Elite White Sports Shoes,Will be described later,37.183,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/6c23be3c271456a31de411b1b9e227d7_images.jpg
10088,Reebok Men Racehound Silver Sports Shoes,Will be described later,86.228,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/4dac018abe2b09b76c465624cb319e6f_images.jpg
9220,Puma Men Snipper Red Casual Shoes,Will be described later,48.709,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/54766f67ea33bb0e5dd2d93852094546_images.jpg
22711,Nike Men Lunarfly+2 Grey Sports Shoes,Will be described later,97.56,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/f20dd2c4c6e164120b92998ea1ea81a7_images.jpg
33339,Homme Men Black Formal Shoes,Will be described later,73.586,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/833040017cbf0be6a24dd4bda923fd13_images.jpg
41478,Carlton London Men Black Formal Shoes,Will be described later,62.348,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/d43063cade9af93fa32e8c22ccc36db5_images.jpg
50737,Red Chief Men Mushroom Brown Shoes,Will be described later,57.126,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/0055095696852af1f2c3cb51aff53320_images.jpg
10117,Reebok Men Premier Zigfly Silver Sports Shoes,Will be described later,31.211,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/8e6ba4d2a8ed5f65521e0e67d1bb2bef_images.jpg
1641,Reebok Men's Hex Run Pure Silver Shoe,Will be described later,77.324,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/863c994f8db9f4d899808c4c254859c4_images.jpg
35488,Bata Men Remo Brown Formal Shoes,Will be described later,48.805,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/932a0b57986ca853be8e45aa7c050fc3_images.jpg
35418,Enroute Men Black Formal Shoes,Will be described later,80.129,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/854770ea93669eb9eef0f2c899dce02a_images.jpg
4509,Skechers Men's Arcade Midway Beige Shoe,Will be described later,53.639,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/bd807125c6bb743ed62c2b00435db6b2_images.jpg
9198,Puma Men Faas 500 Black Casual Shoes,Will be described later,93.795,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/f5facf102ffc2cd3bb315c63025b3f71_images.jpg
47210,Franco Leone Men Brown Formal Shoes,Will be described later,55.997,Men,shoes,http://assets.myntassets.com/v1/images/style/properties/2de4cac3a8b821fb34d6fdf919797eb5_images.jpg
5861,ADIDAS Men's 16th Polo Black T-shirt,Will be described later,66.184,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/7cf134f9537dfd8b74c673e092f9ccab_images.jpg
3527,Myntra Men's I'm Smiling Because Black T-shirt,Will be described later,48.782,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/52cf970dc7b2e3a3bf62103cb73b94a4_images.jpg
13420,United Colors of Benetton Men Solid Purple  polo T-shirts,Will be described later,71.79,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/bb8865045260a16213d4c19fee654602_images.jpg
18620,Puma Men Team Essential Maroon Polo Tshirts,Will be described later,31.851,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/6b56e78f1d2d0728318966232932c9a6_images.jpg
7965,Puma Men's Ess Polo Green T-shirt,Will be described later,83.933,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/5466137c717b552209c5ab1130b9f748_images.jpg
2035,ADIDAS Mens Round Neck Black T-shirt,Will be described later,44.422,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/379f3319d727903ba8ea2687ef1416b4_images.jpg
30585,Nike Men Club Pique Polo Black T-shirt,Will be described later,92.901,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/e8269cf70a045b7d058ea9c3d1c75be5_images.jpg
19529,United Colors of Benetton Men Solid Green TShirt,Will be described later,82.868,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/5be31b2b51107dad9c4b4aebeb1ac311_images.jpg
44890,Puma Men Navy Blue Polo T-shirt,Will be described later,30.061,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/adc33313258f90288d2cdb9b76f1cab3_images.jpg
7545,Nike Men's Ss Wfc No Loo Gree T-Shirt,Will be described later,47.257,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/182e206a31f4074481cd5ce53bf879ba_images.jpg
4753,ADIDAS Men's Light Brown Polo T-shirt,Will be described later,41.097,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/0c4ad8722702a0cb2056a161e5b330c2_images.jpg
6693,UCB Men's Milange Effect Brown T-shirt,Will be described later,62.388,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/68c70c08e52cc9dd446bcc67c0359954_images.jpg
9677,ADIDAS Men  Green  Tshirts,Will be described later,92.264,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/1f6b947766e2e7a28a48457d208f2759_images.jpg
19162,United Colors of Benetton Men Solid Blue Tshirt,Will be described later,89.672,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/d8ff9373a1e7e8765816a9a8680bf152_images.jpg
34341,Myntra Men Feared Strom Drive Purple T-shirt,Will be described later,61.88,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/3e5c783456ac4a24247f619eb3116634_images.jpg
11457,United Colors of Benetton Men Light Winter Black Tshirts,Will be described later,92.138,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/d1e23837305048191b5b95976065a526_images.jpg
28865,Proline Men Brown Striped Polo T-shirt,Will be described later,91.858,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/c067b2a7a2d6ea7a7f7475b8349e5dd6_images.jpg
7744,Indigo Nation Men Navy Blue Polo T-shirt,Will be described later,75.764,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/e7b7610d26e01d5529a7c060a07f0a09_images.jpg
7755,Indigo Nation Men Indigo Purple Black Silver T-shirt,Will be described later,46.16,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/deae31599f8297a03b1e1eb6bc3355e7_images.jpg
17511,Classic Polo Men Stripes Grey Polo T-Shirt,Will be described later,47.179,Men,t-shirts,http://assets.myntassets.com/v1/images/style/properties/f0b96dfe47d7679913bf9f75908e4aa0_images.jpg
25135,Lino Perros Women Grey Clutch,Will be described later,41.094,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Grey-Clutch03775b132145d1354739bb5785f47e73_images.jpg
47391,Baggit Women Beige Handbag,Will be described later,60.538,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/4e898dfe2dd55e58701c89f0ef3a5f45_images.jpg
40745,Roxy Women White Cap,Will be described later,58.472,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/1620f576e50a47dd67e59561c5e1a59b_images.jpg
54168,Femella Silver Balls Necklace,Will be described later,51.636,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/Femella-Silver-Balls-Necklace_15e63eba7a136ea26cd25358ea7d6da8_images.jpg
50240,Stoln White & Green Printed Tote Bag,Will be described later,73.152,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/669fb9ef2f226f836ffc33a7b992a3b1_images.jpg
47339,Baggit Women Navy Blue Sling Bag,Will be described later,30.543,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/6e1dacd4a664f7fd85387cb63b5763ed_images.jpg
10726,Murcia Women Brown Brown Handbags,Will be described later,85.138,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/d9ad7a1f3da1afba303f9a4a017c39c0_images.jpg
48769,Miki Pearl Women Ivory Jewellery Set,Will be described later,71.068,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/cacb9fd697444d0222ef4eb5f2035f74_images.jpg
16749,Spice Art Women Glass Stylinc Multi Clutch,Will be described later,62.027,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/1393306e3c54ec68d95ded1c7bf6927c_images.jpg
25262,Lino Perros Women Canvas Beige Handbag,Will be described later,68.174,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Canvas-Beige-Handbage48fba44e7e5c6a596c02d6ad8ad7cae_images.jpg
29889,Mayhem Women Sunglasses 1015-103,Will be described later,94.464,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/697505bf780997931705a59489b0abc7_images.jpg
52852,Adrika White Earrings,Will be described later,98.761,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/Adrika-White-Earrings_fc808d83c88e10c6da83a89064a41666_images.jpg
20961,Fastrack Women Beige Sling Bag,Will be described later,57.808,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Polyester-Beige-Sling-Bag_98d1198c9a6e3341c1c04be5598a07a8_images.jpg
33919,Citizen Women White Dial Watch,Will be described later,74.303,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/1c211ff05b257d51e0c7577b0244d120_images.jpg
54033,Kiara Women Teal Handbag,Will be described later,55.692,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/54e47079f215f00aad33f2bb0b95509e_images.jpg
17075,Lino Perros Women Weaved  Navy Blue Belt,Will be described later,35.583,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/a3740805ecd4cfcc325c62f31f36ac19_images.jpg
58269,Baggit Women Brown Handbag,Will be described later,34.062,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Brown-Pride-Jhuti-Handbag_ef5a06930e9a8ffda15c0bc06ea71192_images.jpg
20630,Baggit Women Fiancee Taj Green Belt,Will be described later,76.194,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/68889852882e47887d61e0dc1b5386e9_images.jpg
58037,Rreverie Silver Earrings,Will be described later,82.157,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Silver-Earrings_c4fe8ec0440a830c9126ff2c12b081fd_images.jpg
24742,Murcia Women Casual Handbag,Will be described later,97.855,Women,accessories,http://assets.myntassets.com/v1/images/style/properties/8d0480e7f69b85ca5ae316373d9bd637_images.jpg
20373,Urban Yoga Women Solid Pink Track Pants,Will be described later,72.688,Women,pants,http://assets.myntassets.com/v1/images/style/properties/b0b28f82b2a8c03fdcf4db6a1905ed3c_images.jpg
19011,ADIDAS Originals Women Flock Purple Track Pants,Will be described later,96.073,Women,pants,http://assets.myntassets.com/v1/images/style/properties/b5a82ce26d5d34c9fddb787fd336c993_images.jpg
7128,Urban Yoga Women Bottom Black Track Pant,Will be described later,49.055,Women,pants,http://assets.myntassets.com/v1/images/style/properties/2be067c2ea4c63bfe36dda593da764ad_images.jpg
1573,Kalenji Women Athletes Grey Track Pants,Will be described later,78.328,Women,pants,http://assets.myntassets.com/v1/images/style/properties/daa6b5b46f0c9dbf02c1edf0377b9b4a_images.jpg
18001,Puma Women Black Essential Skinny Capris,Will be described later,39.484,Women,pants,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Black-Essential-Skinny-Capris_217539f375c4c925b167d7027c7126f6_images.jpg
8761,Puma Women's Script 3/4 Grey Track Pant,Will be described later,61.676,Women,pants,http://assets.myntassets.com/v1/images/style/properties/013ae8422b9f8eca20e3e801e38ea7d6_images.jpg
2112,ADIDAS Women's Essential Black Capris,Will be described later,89.935,Women,pants,http://assets.myntassets.com/v1/images/style/properties/d59c0f1f603b9298b5d26aa5c7a50a04_images.jpg
7511,Nike Women Be Strong Navy Blue Pant,Will be described later,60.071,Women,pants,http://assets.myntassets.com/v1/images/style/properties/4bba92032e722900a1c2da1a6e862814_images.jpg
2558,Domyos Women Trompette Track Pant,Will be described later,79.566,Women,pants,http://assets.myntassets.com/v1/images/style/properties/52a481b0a3f5f940ec05f7adeae17bca_images.jpg
24331,ADIDAS Women Grey Track Pants,Will be described later,54.927,Women,pants,http://assets.myntassets.com/v1/images/style/properties/ae2c68bc88e01d56cba4fcd72cc0ce75_images.jpg
30897,Fabindia Women Mustard Kalamkari Salwar,Will be described later,94.399,Women,pants,http://assets.myntassets.com/v1/images/style/properties/5ac36331f8b82231312dd2c48659fe94_images.jpg
43083,Nike Women Black  Track Pants,Will be described later,36.561,Women,pants,http://assets.myntassets.com/v1/images/style/properties/e741f8a61d5d70fa3b41c909f58aff91_images.jpg
27419,Jockey Women Black Lounge Pants,Will be described later,94.68,Women,pants,http://assets.myntassets.com/v1/images/style/properties/2ebe09ca473dc308c580e25f41fdd66f_images.jpg
32635,Nike Women Legend Slim Poly Black Track Pants,Will be described later,35.425,Women,pants,http://assets.myntassets.com/v1/images/style/properties/3020ffb56a62b2ebe27fdfde1af625b2_images.jpg
7178,Jealous 21 Women Medium Dark Blue Jegging,Will be described later,57.72,Women,pants,http://assets.myntassets.com/v1/images/style/properties/143ef1f2d06c847f28ed6dc61a7b82ae_images.jpg
9084,ADIDAS Women Ess Cuffed Pant Grey Trackpant,Will be described later,56.95,Women,pants,http://assets.myntassets.com/v1/images/style/properties/77f2b3c2b10d2b973c6f1e6f229c8b47_images.jpg
31222,Puma Women Essential Workout Black Track Pants,Will be described later,38.804,Women,pants,http://assets.myntassets.com/v1/images/style/properties/d7e3668fd06c541c62b9de79a8d003c8_images.jpg
2114,ADIDAS Women Essential Black Candy Pants,Will be described later,99.313,Women,pants,http://assets.myntassets.com/v1/images/style/properties/bb3f5599ce410571631e9641b72f0536_images.jpg
7486,Nike Women's Be Bold Navy Blue Track Pant,Will be described later,54.049,Women,pants,http://assets.myntassets.com/v1/images/style/properties/c4e87337f8d29a2c9447b2e89291df8e_images.jpg
46742,Nike Women Grey Track Pants,Will be described later,58.922,Women,pants,http://assets.myntassets.com/v1/images/style/properties/f5de850d11c44d3d0a5d4edf95b114be_images.jpg
6672,Nike Women Dunk Skinny White Red Shoe,Will be described later,53.749,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/4ecb0e621e97418a9ee80ff29ef2ef7d_images.jpg
2632,Carlton London Women Pink Ballerinas Shoe,Will be described later,98.684,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/5b689497954adddcbb199159bd08edf5_images.jpg
9113,Puma Women Exsis 2 Black Sports Shoes,Will be described later,43.374,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/e9bc0391e5765e472e2bbbf25ccd3679_images.jpg
33098,Catwalk Women Pink & Copper Flats,Will be described later,62.01,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/7849f449fc9d5de2eaabd1a4fb96476b_images.jpg
15265,ADIDAS Originals Women Ulama White Casual Shoes,Will be described later,44.514,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/49f75c6c5ea98770345414c4b4ceba07_images.jpg
47530,Portia Women Copper-Toned & Brown Sandals,Will be described later,42.831,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/daadf44edb9420bbd0d335702cf6e095_images.jpg
13674,Puma Women Track Cat Basic Casual Shoes,Will be described later,46.238,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/829a92c74bb3f352049874d39958805e_images.jpg
47574,Portia Women White Wedges,Will be described later,86.6,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/ae5a06bab26cc9678a6052b79793f791_images.jpg
47610,Portia Women Yellow Flats,Will be described later,36.314,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/Portia-Women-Yellow-Sandals_bed8333a1b346af456a4704ba02d4b2c_images.jpg
11518,Catwalk Women Gun Metal Grey Heels,Will be described later,56.984,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/cea14ca6ae7273963babfa80798aa61c_images.jpg
49593,Catwalk Women White Beaded Flats,Will be described later,79.881,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/8842082c34ec3fce477f7a3e8af8b694_images.jpg
59040,Carlton London Women Red Flats,Will be described later,95.658,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Red-Sandals_c71797786fffb300b7b2ca09da760373_images.jpg
56986,HM Women Black Wedges,Will be described later,30.548,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_05ca424f11800167febeb9b72d569a0c_images.jpg
7719,Puma Women Faas 300 White Pink Silver Shoe,Will be described later,90.571,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/ad0d42322acc70d154ff22f74fa4a2d9_images.jpg
13383,Timberland Women Femmes Brown Casual Shoes,Will be described later,66.866,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/d720891d4ff4fac83d0108008ced3f0c_images.jpg
53456,Catwalk Women Black Casual Shoes,Will be described later,95.339,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Black-Casual-Shoes_dee80307f7f7691ebf720f2f1ebcba74_images.jpg
22255,Inc. 5 Women Casual Green Flats,Will be described later,42.847,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/bf75ffc090ed723f9fa2e2c17a6d70bb_images.jpg
3178,Nike Women Dual Fusion White Pink Shoe,Will be described later,59.434,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/dd5d57deae65a0598abcb802473eaab8_images.jpg
51755,Catwalk Women Black Shoes,Will be described later,69.174,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/d4411f7d3aa07b5eebc643c0c201278d_images.jpg
18421,Skechers Women Shape-Ups White Shoe,Will be described later,34.147,Women,shoes,http://assets.myntassets.com/v1/images/style/properties/d4376995bca67eaf858baa1cec8d6272_images.jpg
6241,Lee Women's Spotty Offwhite T-shirt,Will be described later,91.992,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/edc07b696d3001f2469eccbf0f1cab08_images.jpg
58735,Puma Women Pink T-shirt,Will be described later,69.613,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Pink-T-shirt_96ca8804c610f1795ec07806c014633e_images.jpg
12544,Tantra Women Printed Peach T-shirt,Will be described later,40.116,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/5f755592d2eb2ab6725b23c830e51e9e_images.jpg
52146,Femella Women Lavender Polo T-Shirt,Will be described later,38.823,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/af475fcb7e8e3050216fa9a0d21a332c_images.jpg
9823,Little Miss Women Printed White T-shirt,Will be described later,35.312,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/007b96ce8dc76fbcc457b003e844d0f3_images.jpg
6228,UCB Women's Basic Round Pink T-shirt,Will be described later,74.127,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/c672a8b7de7a87c8812ec589d114d266_images.jpg
57156,Elle Women Pink Essentials T-shirt,Will be described later,84.325,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Pink-Essentials-T-shirt_63d884f9dae76040b0f29b2e2ff6798c_images.jpg
4161,Inkfruit Women's Mementos Purple T-shirt,Will be described later,38.946,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/cc455f8401873f064b4ce8bd018327a5_images.jpg
19006,ADIDAS Originals Women Graphic Print Black Tshirt,Will be described later,86.916,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/e8f577bcd9dead56247686950c9972ab_images.jpg
